,AttackID,Date,Location,Narration,Status,lat,lon
293,063-20,2020-03-04 03:45:00+00:00,"Takoradi Anchorage, Ghana.","Robbers in two wooden boats approached and boarded an anchored general cargo ship, stole ship",Boarded,4.9,-1.6852778000000002
300,056-20,2020-04-19 00:30:00+01:00,"Cotonou Anchorage, Benin.","Armed persons boarded an anchored container ship. Alarm raised and crew took shelter in the citadel. Incident reported to the Benin Authorities. A patrol boat in the vicinity was diverted to the location to rescue the crew members and to provide assistance to the ship. Eight crew reported kidnapped from the ship. On 28.05.2020, the Owners confirmed that the 8 kidnapped crew members were released safely on 23.05.2020.",Boarded,6.2764397,2.5339238999999996
309,047-20,2020-03-27 20:00:00+05:30,"Around 8nm East of Alang, India.","Crew onboard a tug towing the barge noticed unauthorised persons boarding the barge, stealing barge properties and escaping. Alarm raised and incident reported to VTS and Coast Guard, who dispatched a boat to investigate.",Boarded,21.400278,72.333336
310,046-20,2020-02-26 00:40:00+01:00,"Luanda Inner Anchorage, Angola.","Crew onboard an anchored offshore supply ship noticed the padlock to the paint store broken. On checking the CCTV footage, it was noticed that four robbers had forced their way into the paint store and stole ship",Boarded,-8.752222,13.2675
311,045-20,2020-03-27 17:00:00+00:00,"Around 97nm South of Bonny Island, Nigeria.",About ten pirates armed with AK,Fired Upon,2.7516667999999997,6.9025
313,043-20,2020-03-25 10:06:00+00:00,"Around 75nm SSW of Bayelsa, Nigeria.",Seven armed pirates in a black speed boat approached and attempted to board a bulk carrier underway. Alarm raised and all non,Attempted,3.118611,5.585555599999999
318,038-20,2020-03-19 01:45:00+01:00,"Lagos Anchorage, Nigeria.","A robber boarded an anchored tanker. Duty crew spotted the robber and raised the alarm. Crew mustered. Hearing the alarm, the robber escaped with stolen cargo. Port control and Nigerian navy notified. A patrol boat was dispatched and Nigeria Naval personnel boarded the vessel for investigations.",Boarded,6.3022222999999995,3.3583333
319,037-20,2020-03-05 07:30:00+00:00,"Around 49nm SE of Lome, Togo.","Master onboard a product tanker underway noticed a skiff on a parallel course. On altering her course, the skiff was seen altering course also and approaching the tanker. Alarm raised and the non",Attempted,5.3672223,1.6
324,032-20,2020-03-07 01:50:00+00:00,"Abidjan Anchorage, Ivory Coast.",A robber in a canoe approached and boarded an anchored offshore tug. The alert crew noticed the presence of the robber and raised the alarm. All crew mustered and a security search was carried out throughout the vessel. Port Control informed and a security boat was sent to the location. It was reported that a mobile phone was stolen from the vessel.,Boarded,5.2728205,-4.03196
325,031-20,2020-03-05 12:46:00+00:00,"Around 45nm SSW of Cotonou, Benin.",Six armed persons boarded a product tanker underway. Distress signal activated and regional authorities notified. All non,Boarded,5.603611,2.343889
327,029-20,2020-02-19 08:20:00+05:30,"Around 7.7nm SSE of Diu, Gujarat, India.",Nine persons in a fishing boat approached a tanker under tow by a tug. Two persons boarded the tanker. The Master of the tug immediately reported the incident to the Indian Coast Guard via vhf ch,Boarded,20.61111,71.0525
331,025-20,2020-02-27 09:24:00+01:00,"Around 48.24nm NNW of Luanda, Angola.",Eight pirates in a small boat approached and attempted to board a product tanker underway. All non,Attempted,-8.167778,12.685
332,024-20,2020-02-21 02:20:00+00:00,"Around 130nm SW of Brass, Nigeria.","Duty office onboard a container ship underway noticed a speed boat approaching at high speed. Alarm raised, speed increased, all non",Fired Upon,2.8175,4.6680555
333,023-20,2020-02-20 01:03:00+00:00,"Around 75nm SSW of Cotonou, Benin.","While underway, armed pirates attacked a tanker and kidnapped nine crew members. Vessel sailed to a safe port. Investigations are ongoing. On 06.03.2020 the nine kidnapped crew members were released safely.",Boarded,5.141944400000001,2.103889
334,022-20,2020-02-18 01:20:00+01:00,"Lagos Secure Anchorage Area, Nigeria.",Three persons in a small boat approached an anchored tanker and attempted to board via the anchor chain. Duty crew on routine rounds noticed the attempted boarding and raised the alarm. Seeing the alerted crew the persons aborted the boarding and escaped in their boat. The incident reported to Port Control.,Attempted,6.2980556,3.2377777
335,021-20,2020-02-15 06:00:00+01:00,"Luanda Anchorage, Angola.",Duty crew onboard an anchored support vessel noticed the paint store broken into and ship,Boarded,-8.716666,13.283334
337,019-20,2020-02-14 07:59:00+00:00,"Around 102nm NW of Sao Tome Island, Sao Tome and Principe.","Armed pirates in two boats approached and boarded a container ship underway. Master raised the alarm, sent distress message, stopped the ship and all crew members mustered in the citadel. Upon receiving the distress message, the IMB Piracy Reporting Centre",Boarded,1.55,5.3166666
340,016-20,2020-01-19 20:10:00+00:00,"Around 73nm South of Cotonou, Benin.","Two pirates armed with AK47 rifles in a boat approached and boarded a drifting container ship. Alarm raised, deck lights switched off, accommodation locked down and engines started and headed towards Tema. Ghana navy was notified and requested to board to search the vessel on arrival. All crew safe. Nothing reported stolen.",Boarded,5.141667,2.2972221
341,015-20,2020-02-01 02:30:00+01:00,"Lagos Anchorage, Nigeria.","Two robbers in a boat boarded an anchored tanker. They tried to seize the duty AB on routine rounds, who managed to escape. Alarm raised. Hearing the alerted crew, the robbers escaped without stealing anything. Incident reported to Nigerian Navy. A patrol boat was dispatched to the location.",Boarded,6.2519445,3.3169443999999997
347,009-20,2020-01-25 01:50:00+01:00,"Lagos Anchorage, Nigeria.","Duty crew onboard an anchored tanker carrying out STS operations noticed an unauthorised person near the forecastle. Alarm sounded. Seeing the alerted crew the person jumped overboard and escaped with his accomplices in a wooden boat. A naval patrol boat arrived at the location, searched the waters around the tanker and remained close to the tanker until daybreak. Nothing reported stolen. Crew and vessel safe.",Boarded,6.2919445,3.331389
349,007-20,2020-01-17 13:00:00+01:00,Nigeria.,"Robbers in a small boat approached an anchored tanker during STS cargo operations. Two of the robbers attempted to board the tanker via the anchor chain. Duty crew on routine rounds noticed the robbers and raised the alarm. Crew mustered and patrol boat informed. Seeing the alerted crew, the robbers aborted the attempted boarding and escaped in their boat. Authorities notified.",Attempted,6.2934589999999995,3.317871
350,006-20,2020-01-07 07:00:00+05:30,"Alang Anchorage, India.","While anchored, persons in a small boat approached and boarded a barge, stole some scrap metal and escaped. Master noticed the persons and reported the incident to the Authorities who managed to apprehend the thieves.",Boarded,21.403334,72.287224
353,002-20,2020-01-21 08:35:00+00:00,"Around 19nm SW of Bayelsa, Nigeria.",Around 15 armed persons in a speed boat chased and fired upon a container vessel underway. Alarm raised and the non,Fired Upon,4.1,5.7480555
354,001-20,2020-01-13 02:04:00+02:00,"Nacala Anchorage, Mozambique.",Duty watchman during rounds on deck noticed two robbers armed with long knives approaching him. He immediately informed the duty officer who raised the alarm and alerted other crew. Upon inspection it was discovered that a mooring rope was missing from the forward store.,Boarded,-14.369166,40.71528
356,005-21,2021-01-13 19:00:00+00:00,"around 120nm SSW of Brass, Nigeria.","While underway, a container ship was approached and fired upon by pirates in a small craft. Alarm sounded and all crew mustered in the citadel. The incident was reported to the Regional Authorities. Ship and crew reported safe.",Fired Upon,2.3994443,5.516667
362,Boarded,2021-01-23 05:35:00+00:00,around 98nm NW of Sao Tome,"While underway, a container ship was boarded by an unknown number of pirates. One crew killed, 15 crews kidnapped. Remaining three crew managed to navigate to a safe port.",007-21,1.0702778,5.0727777000000005
364,Fired Upon,2021-01-13 19:00:00+00:00,"around 120nm SSW of Brass, Nigeria.","While underway, a container ship was approached and fired upon by pirates in a small craft. Alarm sounded and all crew mustered in the citadel. The incident was reported to the Regional Authorities. Ship and crew reported safe.",005-21,2.3994443,5.516667
