lat,lon,Status,AttackID,Location,Narration,Date
1.2825,104.22722,Boarded,164-20,Singapore Straits.,"Three robbers armed with knives boarded a tanker underway. Duty engineer on routine rounds noticed the robbers and immediately informed the bridge. Alarm raised, crew mustered and a search was carried out. Seeing the alerted crew, the robbers escaped with stolen ship",2020-11-08 21:26:00+08:00
20.938612,107.30167,Boarded,163-20,"Cam Pha Anchorage, Vietnam.","Unnoticed, robbers boarded an anchored bulk carrier, stole ship",2020-11-19 20:30:00+07:00
1.25,104.066666,Boarded,162-20,Singapore Straits.,"A Bulk Carrier underway was contacted by VTIS indicating that the ship may have been boarded by robbers. Alarm raised, crew mustered, and ship lights switched on. Three robbers were seen on the poop deck. Seeing the alerted crew, the robbers escaped in a small boat without stealing anything. A search was carried out and VTIS notified.",2020-11-17 21:50:00+07:00
1.1922222,5.5572224,Boarded,161-20,"Around 78nm NW of Neves, Sao Tome and Principe.","Pirates armed with rifles in a small boat approached a Heavy Load Carrier underway. They boarded the ship, opened fire and injured one crew. Before escaping the pirates stole ship and crew properties and kidnapped 14 crew members. The Owners of the ship notified the IMB Piracy Reporting Centre who then liaised with relevant Regional and International Authorities in the region and requested for assistance. Italian, Spanish and Portuguese Navy Vessels arrived at the location and aided the ship. The injured crew was transported on an Italian Aircraft to the hospital in Sao Tome and Principe. The ship and remaining crew were escorted to a safe port.",2020-11-13 14:54:00+00:00
1.2827778,104.24917,Boarded,160-20,Singapore Straits.,"Second engineer on board a tanker underway spotted two unauthorised persons armed with knives. Alarm raised, crew mustered, and a search was carried out. Hearing the alarm and seeing the crew alertness, the robbers escaped without stealing anything. Incident reported to Singapore VTIS.",2020-11-19 04:19:00+08:00
4.8838887,-1.7016667,Boarded,159-20,"Takoradi Anchorage, Ghana.","Unnoticed, robbers boarded an anchored container ship, broke into the forecastle store, stole ship",2020-11-13 02:12:00+00:00
5.2,2.5833333,Fired Upon,158-20,"Around 70nm South of Cotonou, Benin.","Around eight armed pirates in a skiff chased and attempted to board a product tanker underway. Master raised the alarm, increased speed, took evasive manoeuvres and activated the distress alert. As the skiff closed in, the pirates opened fire towards the bridge and accommodation. A Nigerian Navy patrol boat responded to the distress alert. Due to the hardening measures taken by the Master, the skiff aborted the attack. The patrol boat rendezvoused with the tanker and escorted her to a safe port. Some bridge and accommodation damage was reported due to the firing.",2020-11-11 01:00:00+00:00
4.761667,2.456389,Fired Upon,157-20,"Around 95nm South of Cotonou, Benin.",A product tanker underway was approached by two skiffs. Alarm raised and all non,2020-11-09 20:28:00+00:00
3.5166667,2.5666666,Boarded,156-20,"Around 172nm South of Cotonou, Benin.","Pirates armed with rifles boarded a product tanker underway. Alarm raised, main engine stopped, SSAS activated, CSO informed and all crew mustered in the citadel. Benin Navy dispatched a patrol boat. An Italian Navy frigate and its helicopter responded. A naval boarding team boarded the tanker and once clearance was given, the crew emerged from the citadel and regained control of the tanker. All crew members are reported safe.",2020-11-07 06:15:00+00:00
3.5858333,4.6008334,Attempted,155-20,"Around 87nm SW of Bayelsa, Nigeria.","Seven armed pirates in a boat chased a product tanker underway. Alarm raised, crew mustered in citadel, and activated the fire pump. As the boat approached the tanker, the armed team fired warning shots resulting in the boat moving away. Vessel and crew safe. The Incident was reported to local agent.",2020-11-07 16:20:00+00:00
2.7319446,6.0466666,Boarded,154-20,"Around 96nm SSW of Brass, Nigeria.",Around six to seven pirates armed with rifles attacked and boarded a product tanker underway. Alarm raised and all crew mustered in the citadel. Local authorities notified. A security vessel was dispatched to assist the tanker. Once the pirates escaped the crew emerged and noticed the bridge equipment damaged. Ship,2020-11-04 05:49:00+00:00
-0.0619008,-51.166195,Boarded,153-20,"Santana Port, Brazil.","Unnoticed, robbers boarded a berthed bulk carrier, broke into the forecastle store, stole ship",2020-11-04 04:00:00-03:00
-14.369166,40.70028,Boarded,152-20,"Nacala Anchorage, Mozambique.","Around four to five robbers armed with long knives in a wooden boat came alongside an anchored bulk carrier. They boarded the ship using hooks attached with ropes and broke into the paint locker. Duty crew on routine rounds noticed the robbers, alerted the Duty Officer and retreated into the accommodation. Alarm raised and crew mustered. The robbers stole ship",2020-11-03 01:30:00+02:00
1.2711111,104.15139,Boarded,151-20,Singapore Straits.,"After the pilot disembarked, the Master onboard a bulk carrier underway was contacted by VTIS indicating that the ship may have been boarded by robbers. Master immediately raised the alarm and made announcement on the PA system. As the crew searched the accommodation and engine room, the 4th Engineer encountered three robbers armed with long knives. One of the robbers chased the 4th Engineer. Fortunately, the 4th Engineer managed to escape. Master was advised to drop anchor near Pulau Batam and two Indonesian Navy warships arrived. Indonesian Navy personnel then boarded the ship to investigate. Upon investigation, no robbers were found and the ship resumed her voyage.",2020-10-26 00:35:00+07:00
1.7013888,101.467224,Boarded,150-20,"Dumai Anchorage, Indonesia.",Duty AB on routine rounds onboard an anchored chemical tanker noticed wet footsteps on the poop deck and saw an unauthorised person escaping. Duty Officer notified. The duty AB reported that the person had gained access to the tanker via a bamboo pole and that there were an additional three persons waiting in a boat. the Incident was reported to local agent.,2020-10-28 04:05:00+07:00
1.2355555,104.11806,Attempted,149-20,Singapore Straits.,"While underway, a speed boat approached a bulk carrier and came alongside at the starboard quarter. Alarm raised, deck lights switched on, crew mustered and ship",2020-10-26 00:00:00+07:00
1.25,104.085556,Boarded,148-20,Singapore Straits.,"Duty crew onboard a bulk carrier underway spotted five robbers armed with knives in the engine store room and immediately informed the OOW. Alarm raised and PA announcement made. Seeing the alerted crew, the robbers escaped. Some engine spares were reported stolen. Incident reported to the Singapore VTS. Vessel and crew safe.",2020-10-25 22:15:00+07:00
-8.733334,13.283334,Attempted,147-20,"Luanda Anchorage, Angola.","Five robbers in a wooden boat approached and came alongside an anchored Offshore Support Vessel. Second Officer noticed the boat and observed one person attempting to board the vessel. Alarm raised and crew mustered. Hearing the alarm and seeing the alerted crew, the robbers aborted the attempted boarding and escaped in their boat. Incident was reported to Port Authorities.",2020-10-26 02:25:00+01:00
-4.7805557,11.765278,Boarded,146-20,"Pointe Noire Anchorage, The Congo.","Duty AB on routine rounds onboard an anchored container ship noticed a robber on the forecastle deck. The AB immediately retreated into the accommodation. Alarm raised, crew mustered, and Port Control notified. A patrol boat was dispatched to the location. Upon investigation, it was discovered that ship",2020-10-19 02:07:00+01:00
9.367778,-13.733889,Boarded,145-20,"Conakry Anchorage, Guinea.","Ten persons armed with guns and knives in two blue coloured boats approached and boarded an anchored bulk carrier. Alarm raised, SSAS activated and authorities informed. The persons aggressively and violently ransacked all cabins and escaped with cash and crew personal belongings. A Coast Guard vessel came and remained with the ship will daybreak.",2020-10-15 23:40:00+00:00
4.2719445,1.408611,Boarded,144-20,"Around 112nm SSE of Lome, Togo.","A tanker was attacked by pirates while underway. All crew managed to retreat into the citadel. Togo Navy notified and a patrol vessel was dispatched to the location. The Togo Navy team boarded the tanker and a search was carried out. Once deemed safe, the crew emerged from the citadel and the tanker was then escorted to a safe port. All crew reported safe.",2020-10-17 20:55:00+00:00
18.65,-72.61667,Boarded,143-20,"Around 5.4nm NNW of La Salle, Haiti.",Three armed robbers boarded a drifting bulk carrier and stole ship,2020-10-05 04:15:00-04:00
3.7766666,8.707778,Boarded,142-20,"LNG Terminal, Punta Europa, Equatorial Guinea.",Five persons armed with rifles boarded a berthed tanker. Crew mustered in the citadel. One crew reported kidnapped. Local authorities notified. Remaining crew reported safe.,2020-10-17 06:34:00+01:00
-12.019722,-77.20695,Boarded,141-20,"Callao Anchorage, Peru.","Duty officer onboard a tanker noticed a suspicious light near the forward store and asked the duty watchman to investigate. As the duty watchman approached, he was taken hostage and tied up by the robbers who stole his personal belongings. The robbers released the duty watchman before escaping. Duty officer and Master informed. Alarm raised and a search was carried out. Incident reported to the port authorities and local agent.",2020-10-17 01:30:00-05:00
1.2819444,104.25166,Boarded,140-20,Singapore Straits.,"Three robbers armed with a steel bar boarded a tanker underway. Duty crew on routine rounds noticed the robbers and immediately informed the OOW. Alarm raised and all crew mustered. Seeing the alerted crew, the robbers escaped. Vessel and crew safe.",2020-10-13 23:30:00+08:00
9.270833,-13.780833,Attempted,139-20,"Conakry Anchorage, Guinea.","Duty OOW onboard and anchored tanker noticed a boat with four persons armed with guns approaching. Onboard armed military team notified. As the boat approached the tanker, the armed team fired warning shots resulting in the boat moving away. Incident was reported to the Port Authorities.",2020-10-15 04:36:00+00:00
6.433764,3.3695326,Boarded,138-20,Apapa Bulk Terminal Ltd.,"During heavy rain, armed robbers in two boats approached and boarded a berthed product tanker engaged in cargo operations. Deck crew noticed the robbers and raised the alarm. The discharging operations were suspended, all access doors were locked and crew mustered in the citadel. Port Control informed through VHF CH12. Hearing the alarm, the robbers escaped. A Nigerian Navy Officer boarded the tanker for investigation. Nothing reported stolen.",2020-10-09 03:45:00+01:00
-12.008333,-77.21667,Boarded,137-20,"Callao Anchorage, Peru.","Chief officer onboard an anchored bulk carrier noticed movement on the forecastle deck and instructed the bosun to check. As the bosun moved forward, he noticed armed robbers who threatened him with a gun and knife. The bosun retreated immediately and raised the alarm. Seeing the alerted crew, the robbers escaped. Incident reported to port control. On investigating, it was noticed that the robbers had boarded using a rope attached to a hook. Ship",2020-10-05 04:30:00-05:00
0.014444444,-51.000557,Boarded,136-20,"Macapa Anchorage, Brazil.",Three persons in a small fishing boat came alongside an anchored bulk carrier. Two of the robbers boarded and broke into the forecastle store. Alert OOW noticed the unauthorised persons on the forecastle and raised the alarm and sounded the ship,2020-10-08 03:20:00-03:00
-4.733333,11.766666,Boarded,135-20,"Pointe Noire North Anchorage, The Congo.","Unnoticed, robbers boarded an anchored container ship, stole ship",2020-10-06 08:00:00+01:00
6.351111,-10.796389,Boarded,134-20,"BMC Pier, Monrovia, Liberia.","Duty AB on routine rounds onboard a berthed tanker noticed one unauthorized person on the forecastle and immediately informed the Duty Officer. Alarm raised and local security guard alerted. Seeing the crew alertness, the robber escape with ship",2020-10-01 03:42:00+00:00
-2.5516667,-80.10083,Boarded,133-20,"River Passage, Guayaquil, Ecuador.","A container vessel under pilotage was approached and boarded by robbers armed with guns. Crew noticed the robbers opening the containers on deck. Alarm raised and all crew instructed to stay inside the accommodation. The robbers fired their weapons towards the accommodation area, and escaped with cargo stolen from the containers. Incident reported to Port Authorities.",2020-10-01 22:24:00-05:00
1.5169444,104.816666,Boarded,132-20,"Around 22nm NE of Tg. Berakit, Pulau Bintan, Indonesia","Unauthorised persons boarded an anchored tanker, broke into the aft store, stole ship",2020-09-30 05:00:00+07:00
14.585278,120.86667,Boarded,131-20,"MICT Anchorage, Manila, Philippines.","Duty crew onboard an anchored container ship, noticed a masked robber, armed with a knife on the forward deck. He immediately notified the OOW who raised the alarm. Hearing the alerted crew the robber escaped with stolen ship",2020-09-05 02:20:00+08:00
-2.4333334,-80.03333,Boarded,130-20,"River Passage, Guayaquil, Ecuador.","Robbers armed with guns approached and boarded a container vessel under pilotage. Master raised the alarm, activated the SSAS and crew mustered. Despite the continuous alarm and search lights, the robbers stole cargo from the containers and escaped. Incident reported to local Authorities, who later boarded the vessel for investigation. Two containers were found open. Vessel and crew reported safe.",2020-09-25 22:26:00-05:00
4.8852777,-1.7005556,Boarded,129-20,Ghana.,08.02.2020,2020-02-08 12:00:00+00:00
16.980833,82.32445,Boarded,128-20,"Kakinada Anchorage, India.",11.02.2020,2020-02-11 05:31:00+05:30
0.0275,-51.002224,Boarded,127-20,"Macapa Anchorage, Brazil.",Duty AB onboard an anchored bulk carrier noticed some suspicious activity near the forepeak store and proceeded to investigate. As he approached the store he noticed two robbers armed with knives. He immediately informed the D,2020-09-20 01:10:00-03:00
1.3858334,104.452225,Boarded,126-20,"Around 10nm ENE of Pulau Peak, Johor, Malaysia.",C,2020-09-23 02:00:00+08:00
-12.024722,-77.21083,Boarded,125-20,"Callao Anchorage, Peru.","Duty AB on routine rounds onboard an anchored container ship noticed a robber on the forecastle deck. Seeing the duty AB, the robber armed with a machete shouted and ran towards the AB resulting in the AB immediately retreating into the accommodation. Alarm raised and crew mustered. Hearing the alarm and seeing the crew alertness, the robber escaped without stealing anything. VTS notified and a patrol boat was dispatched to check and search the anchorage area.",2020-09-09 00:54:00-05:00
-0.25277779,117.59167,Boarded,124-20,"Muara Berau Anchorage, Indonesia.","Unnoticed robbers boarded an anchored bulk carrier, broke into the bosun store, stole ship",2020-06-26 03:45:00+08:00
5.883333,3.2833333,Boarded,123-20,"Around 33nm SSW of Lagos, Nigeria.","A refrigerated cargo ship was attacked by armed pirates while underway. The pirates kidnapped two crew. The remaining crew managed to retreat into the citadel. Nigerian navy patrol vessels were deployed to the location to assist. The navy boarded the vessel, conducted a search and escorted the vessel to a safe anchorage. Remaining crew reported safe.",2020-09-08 05:30:00+00:00
1.2338889,103.485,Boarded,122-20,"Around 3nm SSW of Tanjung Piai, Malaysia.",Robbers boarded a barge under tow and stole properties on the deck. Crew in the tug noticed the robbers and raised the alarm resulting in the robbers escaping. Incident reported to VTS.,2020-05-15 18:30:00+08:00
14.540833,120.849724,Boarded,121-20,"Manila OPL Anchorage, Philippines.","Unnoticed, robbers boarded an anchored general cargo ship, stole ship",2020-09-04 03:35:00+08:00
1.2831194,104.28167,Boarded,120-20,Singapore Straits.,"Three unauthorised persons in a boat came alongside a bulk carrier underway. Using a bamboo pole and hook one person boarded the vessel. Alert crew noticed the boarding and raised the alarm. All crew mustered. Seeing the crew alertness, the robbery was averted. Incident reported to Singapore VTS.",2020-08-30 00:40:00+08:00
10.393584,107.045784,Boarded,119-20,Vietnam.,"Unnoticed, robbers boarded an anchored bulk carrier. They stole ship",2020-06-14 19:00:00+07:00
4.5688887,1.5177778,Hijacked,118-20,"Around 82nm SSE of Anloga, Ghana.",Unknown persons attacked a fishing vessel. Two crews were reported kidnapped. The incident was reported to the Ghana Authorities. Vessel sailed to a safe port. Investigations are ongoing.,2020-08-28 07:35:00+00:00
1.7166667,101.441666,Boarded,117-20,"Dumai Anchorage, Indonesia.",Duty watchman on routine rounds onboard an anchored chemical tanker noticed four robbers armed with knives on poop deck trying to open the hatch for emergency towing arrangements. The duty watchman informed bridge. Alarm raised and all non,2020-08-29 03:05:00+07:00
4.729722,-1.5902778,Boarded,116-20,"Around 13nm SE of Takoradi, Ghana.","Duty  AB on routine rounds onboard an anchored drilling ship noticed a movement near the aft deck. He called for assistance on radio. Seeing the crew alertness, the unknown persons jumped overboard and escaped in their canoe. Upon inspection, it was discovered that the paint store and boxes containing spares was broken into. Nothing reported stolen. Incident reported to the Port Authority.",2020-08-18 03:50:00+00:00
-3.7087264,114.46724,Boarded,115-20,Indonesia.,"During routine rounds onboard an anchored bulk carrier, alert crew noticed the forecastle booby hatch open and ship",2020-04-29 04:00:00+08:00
-0.23517543,117.58564,Boarded,114-20,Indonesia.,Robbers boarded an anchored bulk carrier and attempted to break the bosun store lock. They were noticed by ship,2020-05-22 05:45:00+08:00
-3.7016666,114.41722,Boarded,005-20,Indonesia.,"Robbers boarded an anchored bulk carrier, stole ship",2020-04-04 22:30:00+08:00
13.733611,121.01889,Boarded,112-20,"Batangas Anchorage, Philippines.","Duty crew on security rounds onboard an anchored bulk carrier was attacked and injured by a robber armed with a knife. The duty crew managed to escape. OOW notified. Alarm raised and crew mustered. Hearing the alarm and seeing the alerted crew, the robber escaped. Incident reported to the authorities and medical assistance requested. Doctors and coast guard officers boarded the vessel to treat the injured crew and investigate. The crew was later sent to the hospital.",2020-08-20 21:20:00+08:00
13.776944,120.97667,Attempted,111-20,"BBTI Terminal, Batangas, Philippines.","Two robbers in a boat approached a berthed chemical tanker. One robber armed with a knife attempted to board the tanker via the stern mooring rope. Deck watchkeeper noticed the robbers and raised the alarm. Crew mustered. Hearing the alarm and seeing the crew alertness, the robbers aborted the attempted boarding and escaped in their boat. Port Authorities and Coast Guard informed.",2020-08-14 01:00:00+08:00
1.7022222,101.452225,Boarded,110-20,"Dumai Inner Anchorage, Indonesia.","A robber boarded an anchored tanker using a hook attached to a rope. Alert duty crew noticed the robber along with two other persons in a wooden boat and raised the alarm. Hearing the alerted crew, the robbers escaped without stealing anything. Port Authorities informed through the local agent.",2020-08-12 03:15:00+07:00
-8.710556,13.3125,Boarded,109-20,"Luanda Anchorage, Angola.","Three robbers boarded an anchored general cargo ship. The deck patrol was threatened and tied by the robbers. When the deck patrol did not report for 15 minutes, the OOW raised the alarm. Crew mustered, proceeded forward and noticed the tied apprehended crew.  The robbers escaped with stolen ship",2020-08-10 03:06:00+01:00
18.585833,-72.450554,Boarded,108-20,"Around 6nm NW of Port Au Prince, Haiti.",Duty AB on routine rounds onboard a bulk carrier drifting while waiting for orders was confronted and taken hostage by two armed robbers. They stole the AB personnel properties and two mooring ropes before escaping in a waiting boat. Alarm raised and crew mustered.,2020-07-28 23:10:00-04:00
3.4513888,108.66917,Attempted,107-20,"Around 23nm SE of Natuna Island, Indonesia.",Around five persons in a boat attempted to come alongside and board a LPG Tanker underway. Seeing the approaching boat the vessel made evasive manoeuvres and directed the Aldis lights towards the boat resulting in the persons aborting and moving away.,2020-07-08 21:04:00+07:00
0.039444443,-50.984444,Boarded,106-20,"Macapa Anchorage No.2, Brazil.","Unnoticed, robbers boarded an anchored bulk carrier. Duty AB on security rounds noticed the forecastle and paint store doors open and raised the alarm. Upon investigation, ship",2020-07-28 07:00:00-03:00
1.2111111,103.54611,Boarded,105-20,Singapore Straits.,"Robbers in a wooden boat approached and boarded a barge towed by an underway tug. The crew spotted the boat and raised the alarm. Seeing the crew alertness, the robbers escaped. Incident reported to the coast guard, who later boarded the barge for investigation. On searching the barge, nothing was reported stolen.",2020-07-26 08:30:00+08:00
2.95,2.7666667,Boarded,104-20,"Around 196nm SW of Bayelsa, Nigeria.","Eight pirates armed with machine guns boarded a tanker underway. They held hostage all crew members, stole the tanker",2020-07-17 10:00:00+00:00
3.85,6.9677777,Boarded,103-20,"Around 33nm SSW of Bonny Island, Nigeria.","Armed pirates attacked and boarded an FPSO, kidnapped nine crew members and escaped. Remaining crew reported safe. On 09.09.2020, the Owners confirmed that the 9 kidnapped crew members were safely released on 06.08.2020.",2020-07-02 03:20:00+00:00
1.2666667,104.20194,Boarded,102-20,Singapore Straits.,Three robbers armed with knives and an axe boarded a bulk carrier underway. The C,2020-07-12 01:00:00+07:00
4.883611,-1.7080555,Boarded,101-20,"Takoradi Anchorages, Ghana.",Duty AB onboard an anchored bulk carrier noticed three robbers on the forecastle and immediately informed the OOW who raised the alarm. Seeing the alerted crew the robbers escaped with stolen ship,2020-06-30 02:35:00+00:00
3.8216667,2.4166667,Boarded,100-20,"Around 150nm South of Cotonou, Benin.","Armed pirates attacked and boarded a general cargo ship that was drifting and awaiting operational instructions. They kidnapped five crew members, stole ship",2020-07-02 22:20:00+00:00
1.2911111,104.31944,Boarded,099-20,Singapore Straits.,"Four robbers armed with knives boarded a reefer vessel. Duty crew spotted the robbers and raised the alarm. All crew mustered. Seeing the crew alertness, the robbers escaped with ship",2020-07-02 00:40:00+08:00
-14.383889,40.685833,Boarded,098-20,"Nacala Anchorage, Mozambique","Duty AB on routine rounds onboard an anchored bulk carrier noticed a mooring line cut and missing. Alarm raised, PA announcement made and a search was carried out onboard the ship. Port Control notified and a patrol boat was dispatched to the location.",2020-06-30 23:15:00+02:00
-12.028334,-77.18889,Attempted,097-20,"Callao Anchorage, Peru.",Duty AB onboard an anchored bulk carrier noticed three persons attempting to board via the anchor chain. The AB immediately informed the D,2020-06-26 19:10:00-05:00
5.366667,2.65,Boarded,096-20,"Around 60nm South of Cotonou, Benin.","Six armed pirates attacked and boarded a fishing vessel underway, kidnapped six crew and escaped. The incident was reported to the Regional Authorities who coordinated a response and escorted the remaining crew to a safe port.",2020-06-24 14:30:00+00:00
14.563889,120.905556,Boarded,095-20,"Manila Anchorage, Philippines.","Unnoticed, robbers boarded an anchored container ship. Duty AB on routine rounds noticed the bosun store and paint room door padlocks broken and doors open. He immediately informed the D",2020-06-13 05:00:00+08:00
-5.9005556,105.98333,Boarded,094-20,Indonesia.,"Unnoticed, robbers boarded an anchored product tanker, stole ship",2020-06-17 09:00:00+07:00
13.185555,100.835556,Boarded,093-20,Thailand.,"Unnoticed robbers boarded a anchored bulk carrier during cargo operations, broke into the aft store, stole ship",2020-06-16 11:15:00+07:00
9.35,-13.783334,Boarded,092-20,"Conakry Anchorage, Guinea.",Around seven persons armed with guns and knives boarded an anchored tanker. They stole ship,2020-06-09 00:15:00+00:00
0.035555556,-50.968334,Boarded,091-20,"Macapa Anchorage, Brazil.",Duty crew onboard an anchored bulk carried noticed two unauthorised persons on the aft deck. As he approached to investigate the two persons armed with a knife and pipe threatened the watchkeeper who retreated and reported the attack to the OOW. Alarm raised and crew mustered. Seeing the alerted crew the robbers escaped with stolen ship,2020-06-10 00:30:00-03:00
3.2416666,4.7166667,Attempted,090-20,"Around 95nm SW of Bayelsa, Nigeria.","Five persons in a skiff, approached a container ship underway. The D",2020-06-09 19:00:00+00:00
18.5525,-72.5525,Boarded,089-20,"Port Au Prince Anchorage, Outside Anchorage Area S, Haiti.",Five robbers armed with a machete and knives boarded an anchored tanker. Duty watchmen on routine rounds noticed the robbers and immediately informed the D,2020-06-03 04:40:00-04:00
1.2513889,104.11806,Boarded,088-20,Singapore Straits.,"Two robbers armed with knives boarded a bulk carrier underway. Duty crew spotted the robbers. Alarm raised and crew mustered. Seeing the crew alertness, the robbers escaped with ship",2020-01-28 01:10:00+07:00
-0.2777778,117.619446,Boarded,087-20,"Muara Berau Anchorage, Indonesia.","Unnoticed, robbers boarded an anchored bulk carrier. Duty AB on routine rounds noticed the forecastle skylight opened and anchor pipe cover and padlock missing. He immediately informed the D",2020-05-29 04:20:00+08:00
-0.27333334,117.62222,Boarded,086-2020,"Muara Berau Anchorage, Indonesia.",While at anchor two robbers from a small boat boarded a bulk carrier using hooks and ropes. They broke into the forecastle store and started lowering them in the water. Alert crew noticed the robbers and raised the alarm resulting in the robbers aborting and escaping without anything.,2020-06-02 19:00:00+08:00
22.274166,91.81778,Boarded,085-20,"Chattogram Port, Bangladesh.","Unnoticed, robbers boarded a berthed product tanker. Duty crew on routine rounds noticed the mooring rope on the winch was cut off. Alarm raised, crew mustered, and a search was carried out. Incident reported to PFSO.",2020-05-24 22:00:00+06:00
2.2347221,5.0502224,Boarded,084-20,"Around 142nm SW of Brass, Nigeria.","Seven heavily armed pirates attacked and boarded a general cargo ship underway. The crew retreated into the citadel and contacted the owners and IMB PRC for help. The IMB Piracy Reporting Centre immediately started liaising with the Nigerian Authorities and requested for assistance. Two Nigerian Naval vessels responded. By the time the naval vessels arrived near the ship, the pirates had disembarked. The crew emerged from the citadel and the Naval vessels remained alongside the ship until daylight to ensure safety and security.",2020-05-20 17:30:00+00:00
4.587376,-5.5151367,Hijacked,083-20,Ivory Coast.,"A fishing vessel carrying out fishing activities was boarded and hijacked by ten pirates. Upon receiving the distress message, the IMB Piracy Reporting Centre",2020-05-15 12:00:00+00:00
1.2166667,104.1,Boarded,082-20,Singapore Straits.,"Six robbers armed with machetes boarded the barge under tow.  Three duty watchmen onboard the barge were threatened by the robbers. One watchman was taken hostage while the other two watchmen managed to escape and raised the alarm. Seeing the alerted crew, the robbers escaped stealing the watchmen",2020-05-18 20:15:00+07:00
1.25,104.083336,Boarded,081-20,Singapore Straits.,"Five robbers armed with knives boarded a bulk carrier underway. They injured the duty crew on watch and stole his personal properties. Alarm raised and crew mustered. Seeing the crew alertness, the robbers escaped with stolen ship",2020-05-09 22:48:00+07:00
-5.913471,105.998436,Boarded,080-20,"Merak Anchorage, Indonesia.","Three robbers armed with long knives in a small boat boarded an anchored tanker using a ladder. They forced their way into the steering gear room after breaking the padlock. Alarm raised and crew mustered. Hearing the alarm, the robbers escaped in their boat. A search was carried out. It was reported that engine spares were stolen. Port Control was informed.",2020-05-18 02:25:00+07:00
20.950556,107.30222,Boarded,079-20,"Campha Anchorage, Vietnam.","Unnoticed, robbers boarded an anchored bulk carrier and stole ship",2020-05-22 04:50:00+07:00
-6.0315194,105.929596,Boarded,078-20,"Anyer Anchorage, Indonesia.","Duty crew on routine rounds onboard an anchored tanker noticed a robber armed with a knife. OOW informed and alarm raised. While retreating into the accommodation, the duty crew spotted another robber emerging from the emergency steering room. Crew mustered, and the robbers were seen escaping in their boat. A search was carried out and engine spares were reported missing.",2020-05-17 01:30:00+07:00
1.0841666,104.16889,Boarded,077-20,"Tanjung Uban Anchorage, Indonesia.","Duty crew on routine rounds, onboard an anchored product tanker noticed three robbers armed with knives. The crew raised the alarm and retreated into the accommodation. Crew mustered. Seeing the alerted crew, the robbers escaped. Nothing was reported stolen. Vessel and crew safe.",2020-05-17 04:00:00+07:00
3.7836034,98.70508,Boarded,076-20,"Belawan Port, Indonesia.","Unnoticed, robbers boarded a berthed product tanker and stole ship",2020-05-16 05:30:00+07:00
4.586111,2.4913888,Suspicious,SUS-01,"Around 107nm South Of Cotonou, Benin",14.05.2020,2020-05-14 01:30:00+00:00
0.5322222,9.129167,Boarded,075-20,"Around 22nm WNW of Libreville, Gabon.",Unknown persons attacked a fishing vessel. Three crews were reported kidnapped. The incident was reported to the Gabon Authorities who then escorted the remaining crew back to a safe port.,2020-05-03 04:00:00+01:00
0.92333335,9.135834,Boarded,074-20,"Around 11nm West of Corisco Island, Equatorial Guinea.",Unknown persons attacked a fishing vessel. Three crews were reported kidnapped. The incident was reported to Authorities who then escorted the remaining crew back to a safe port.,2020-05-03 06:00:00+01:00
3.7905555,8.775833,Boarded,073-20,"Malabo Inner Anchorage, Equatorial Guinea.","Five persons armed with rifles in a skiff approached an anchored general cargo ship. They boarded the ship and opened fire causing injuries to two crew members. Before escaping, they kidnapped two crew members and stole two mobile phones. Incident reported to Port Control and a naval ship via VHF ch.16. The naval personnel boarded the ship and evacuated the injured crew to a hospital. It was reported that the crew members had sustained bullet wound injuries in their legs.",2020-05-09 02:07:00+01:00
-14.5002775,40.65139,Boarded,072-20,"Nacala Anchorage, Mozambique.","One person boarded an anchored tanker during cargo operation. Alarm raised, resulting in the person escaping with his two accomplices in the boat. Port Control was notified. Nothing reported stolen.",2020-05-10 22:50:00+02:00
18.690496,-72.357216,Boarded,071-20,"Lafiteau Port, Haiti.","Duty AB on routine rounds onboard a berthed bulk carrier noticed an aft mooring rope missing. Alarm raised, crew mustered and a search was carried out onboard the ship. Port Control and agents notified. The PFSO and Terminal Authorities also searched the port area and around the ship.",2020-05-10 02:00:00-04:00
-0.26666668,117.583336,Boarded,070-20,"Muara Berau Anchorage, Indonesia.","Duty crew on routine rounds onboard an anchored bulk carrier noticed the forward hatch of the forecastle open. Upon inspection, it was discovered that the security padlock was broken and ship",2020-05-06 07:30:00+08:00
-2.7722223,-80.245,Fired Upon,069-20,"Around 4nm South of Posorja, Ecuador.","Seven armed persons in a skiff chased and fired upon a container vessel underway. Alarm raised, crew mustered, and the search light directed towards the skiff. Coast Guard onboard the vessel fired four warning shots resulting in the skiff moving away. Crew and vessel safe.",2020-05-01 23:00:00-05:00
